"出願番号/登録番号/国際登録番号","商標(検索用)","称呼基準","称呼(参考情報)","区分","出願人/権利者/名義人","出願日/国際登録日(事後指定日)","登録日","ステータス","文献URL"
"登録6253598","§Ｒｅ　ＭＵＪＩ","","リムジ,レムジ,ムジ","25,40","株式会社良品計画","2019/04/18","2020/05/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-054226/40/ja"
"登録6255663","小樽芸術村＼ＯＴＡＲＵ　ＡＲＴ　ＢＡＳＥ","","オタルゲージュツムラ,ゲージュツムラ,オタルアートベース,アートベース,アート,エイアアルテイ,ベース","14,16,19,21,28,30,32,35,37,41,43","株式会社ニトリホールディングス","2019/04/03","2020/06/01","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-046767/40/ja"
"登録6257219","ニトリ＼ＮＩＴＯＲＩ","","ニトリ","07,11,16,30,35,43","株式会社ニトリホールディングス","2019/02/06","2020/06/05","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-021529/40/ja"
"登録6257220","ニトリ＼ＥＸＰＲＥＳＳ","","ニトリエクスプレス,ニトリエキスプレス,ニトリ,エクスプレス,エキスプレス","07,11,16,30,35,43","株式会社ニトリホールディングス","2019/02/06","2020/06/05","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-021530/40/ja"
"登録6258391","ＭＵＪＩ　Ｌａｂｏ","","ムジラボ,ムジ,ラボ","25,35","株式会社良品計画","2019/03/29","2020/06/10","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-044822/40/ja"
"登録6259003","ＥＸＣＥＲＩＡ　ＰＬＵＳ","","エクセリアプラス,エクセリア,プラス","09","キオクシア株式会社","2019/08/01","2020/06/11","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-104297/40/ja"
"登録6261982","","","","09","キオクシア株式会社","2019/05/22","2020/06/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-072284/40/ja"
"登録6261983","§Ｋ","","ケイ","09","キオクシア株式会社","2019/05/22","2020/06/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-072285/40/ja"
"登録6261984","§Ｋ","","ケイ","09","キオクシア株式会社","2019/05/22","2020/06/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-072286/40/ja"
"登録6261985","","","","09","キオクシア株式会社","2019/05/22","2020/06/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-072287/40/ja"
"登録6261986","§ＩＣ","","アイシイ","09","キオクシア株式会社","2019/05/22","2020/06/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-072288/40/ja"
"登録6261987","§ＫＣ","","ケイシイ","09","キオクシア株式会社","2019/05/22","2020/06/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-072289/40/ja"
"登録6261988","","","","09","キオクシア株式会社","2019/05/22","2020/06/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-072290/40/ja"
"登録6261989","§ＩＳ","","アイエス","09","キオクシア株式会社","2019/05/22","2020/06/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-072291/40/ja"
"登録6261990","§Ｋ","","ケイ","09","キオクシア株式会社","2019/05/22","2020/06/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-072292/40/ja"
"登録6263363","エアリズム","","エアリズム","20,24,25","株式会社ファーストリテイリング","2019/07/04","2020/06/25","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-092878/40/ja"
"登録6263686","ＮＩＴＯＲＩ＼ＰＵＢＬＩＣ","","ニトリパブリック,ニトリ,パブリック","03,05,07,08,09,11,14,16,18,20,21,24,25,26,28,30,32,35,36,37,39,40,41,42,43","株式会社ニトリホールディングス","2019/04/16","2020/06/26","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-052715/40/ja"
"登録6263786","ＡＩＲＹＧＲＩＰ","","エアリーグリップ,エアリー,グリップ","18","株式会社ニトリホールディングス","2019/06/24","2020/06/26","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-088149/40/ja"
"登録6271041","ＵＮＩ＼ＱＬＯ","","ユニクロ","36","株式会社ファーストリテイリング","2019/07/01","2020/07/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-091023/40/ja"
"登録6272211","足なり直角","","アシナリチョッカク","25","株式会社良品計画","2020/02/20","2020/07/21","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-018526/40/ja"
"登録6273129","ＧＵ","","ジイユウ","10","株式会社ファーストリテイリング","2019/07/19","2020/07/27","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-098807/40/ja"
"登録6273338","ＧＵ　ＬＡＢ","","ジーユーラボ,ジイユウラボ,ジイユウラブ,ラボ,ラブ,エルエイビイ","18,25","株式会社ファーストリテイリング","2020/02/06","2020/07/27","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-013045/40/ja"
"登録6273340","ＧＵ　ＳＨＯＥＳ　ＬＡＢ","","ジイユウシューズラボ,ジイユウシューズラブ,ジイユウ,シューズラボ,シューズラブ,ラボ,ラブ,エルエイビイ,ジーユー","25","株式会社ファーストリテイリング","2020/02/06","2020/07/27","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-013191/40/ja"
"登録6273341","ＧＵ　ＢＡＧ　ＬＡＢ","","ジイユウバッグラボ,ジイユウバッグラブ,ジイユウ,バッグラボ,バッグラブ,ラボ,ラブ,エルエイビイ,ジーユー","18","株式会社ファーストリテイリング","2020/02/06","2020/07/27","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-013194/40/ja"
"登録6274663","ＰＥＴＩＴＬＥ","","ペティトル,ペチトル,プチレ,プティレ,プチトル","21","株式会社ニトリホールディングス","2019/10/21","2020/07/29","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-135252/40/ja"
"登録6274664","プチトル","","プチトル","21","株式会社ニトリホールディングス","2019/10/21","2020/07/29","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-135253/40/ja"
"登録6274665","ＰＥＴＩＴＬＥ","","ペティトル,ペチトル,プチレ,プティレ,プチトル","21","株式会社ニトリホールディングス","2019/10/21","2020/07/29","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-135254/40/ja"
"登録6275888","ＵＮＩＱＬＯ","","ユニクロ","36","株式会社ファーストリテイリング","2019/07/01","2020/08/03","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-091017/40/ja"
"登録6277120","ＮＩＴＯＲＩ","","ニトリ","07,09,11,16,20,21,26","株式会社ニトリホールディングス","2019/07/16","2020/08/05","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-096852/40/ja"
"登録6277255","Ｎクリーン","","エヌクリーン","25","株式会社ニトリホールディングス","2019/10/02","2020/08/05","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-128397/40/ja"
"登録6277256","Ｎ＼ＣＬＥＡＮ","","エヌクリーン,クリーン","25","株式会社ニトリホールディングス","2019/10/02","2020/08/05","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-128398/40/ja"
"登録6277257","Ｎクリーンバスター","","エヌクリーンバスター,エヌクリーン,クリーンバスター","25","株式会社ニトリホールディングス","2019/10/02","2020/08/05","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-128399/40/ja"
"登録6280071","§Ｎ＼ＷＡＲＭ","","エヌウオーム,エヌ,ウオーム","20","株式会社ニトリホールディングス","2019/09/27","2020/08/13","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-126345/40/ja"
"登録6281641","Ｎフラッテ","","エヌフラッテ,フラッテ","20,35","株式会社ニトリホールディングス","2019/07/12","2020/08/19","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-096518/40/ja"
"登録6283178","","","","07,09,35,41,42","キオクシア株式会社","2019/05/29","2020/08/24","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-075269/40/ja"
"登録6283179","","","","07,09,35,41,42","キオクシア株式会社","2019/05/29","2020/08/24","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-075270/40/ja"
"登録6284593","エトナ","","エトナ","20","株式会社ニトリホールディングス","2019/12/04","2020/08/26","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-152132/40/ja"
"登録6285470","ＭＵＪＩＷＡＬＫＥＲ","","ムジウオーカー,ムジ,ウオーカー","25,35","株式会社良品計画","2019/04/03","2020/08/28","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-047071/40/ja"
"登録6285755","Ｎブラン","","エヌブラン,ブラン","20,21","株式会社ニトリホールディングス","2019/10/25","2020/08/28","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-136845/40/ja"
"登録6286264","ＢＬＯＣＫＴＥＣＨ","","ブロックテック,ブロックテク","18","株式会社ファーストリテイリング","2019/11/01","2020/08/31","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-140000/40/ja"
"登録6287283","Ｎロビン","","エヌロビン,ロビン","20,35","株式会社ニトリホールディングス","2019/07/12","2020/09/02","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-096519/40/ja"
"登録6288996","ＭＵＪＩ　ＢＡＳＥ","","ムジベース,ムジ,ベース","35,36,41,43","株式会社良品計画","2019/06/28","2020/09/07","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-090607/40/ja"
"登録6290967","ＳＴＹＬＥ‐ＨＥＡＴ","","スタイルヒート,ヒート","25","株式会社ファーストリテイリング","2019/12/27","2020/09/10","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-168889/40/ja"
"登録6291815","","","","09,14,18,25,35,38,41,42,45","株式会社ファーストリテイリング","2019/07/22","2020/09/14","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-099802/40/ja"
"登録6293626","小樽芸術村","","オタルゲージュツムラ,ゲージュツムラ","14,16,19,21,28,30,32,35,37,41,43","株式会社ニトリホールディングス","2019/04/03","2020/09/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-046765/40/ja"
"登録6293647","ＭｙＳｉｚｅ　ＣＡＭＥＲＡ","","マイサイズカメラ,マイサイズ,サイズ,カメラ","09,40,42,45","株式会社ファーストリテイリング","2019/06/05","2020/09/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-077934/40/ja"
"登録6294336","ＦＬＵＦＦＹ　ＴＯＵＣＨ","","フラッフィータッチ,フラッフィー,タッチ","25","株式会社ファーストリテイリング","2019/05/20","2020/09/18","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-070989/40/ja"
"登録6294657","§ＧＵＡＣＴＩＶＥ","","グアクティブ,ジイユウアクティブ,ジイユウ","25","株式会社ファーストリテイリング","2019/11/27","2020/09/18","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-149279/40/ja"
"登録6294803","§＋Ｊ","","プラスジェイ","25","株式会社ファーストリテイリング","2020/04/13","2020/09/18","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-041044/40/ja"
"登録6294973","ＫｏｄｏＭＯＮＯ","","コドモノ,コド,モノ","18,35","株式会社ニトリホールディングス","2019/03/25","2020/09/23","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-042193/40/ja"
"登録6297095","「記憶」で世界をおもしろくする","","キオクデセカイオオモシロクスル,キオク,デセカイオオモシロクスル","09,41,42","キオクシア株式会社","2019/07/18","2020/09/28","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-098438/40/ja"
"登録6297096","Ｕｐｌｉｆｔｉｎｇ　ｔｈｅ　ｗｏｒｌｄ　ｗｉｔｈ　“ｍｅｍｏｒｙ”","","アップリフティングザワールドウイズメモリー,アップリフティングザワールドウイズ,メモリー","09,41,42","キオクシア株式会社","2019/07/18","2020/09/28","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-098439/40/ja"
"登録6297097","世界新記憶","","セカイシンキオク","09,41,42","キオクシア株式会社","2019/07/18","2020/09/28","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-098440/40/ja"
"登録6297099","ハングル（図）","","キオシア","07,09,35,41,42","キオクシア株式会社","2019/07/19","2020/09/28","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-098810/40/ja"
"登録6299566","走快","","ソーカイ","18","株式会社ニトリホールディングス","2019/11/27","2020/10/02","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-149319/40/ja"
"登録6299573","§走快","","ソーカイ","18","株式会社ニトリホールディングス","2019/11/29","2020/10/02","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-150387/40/ja"
"登録6299690","Ｃｏｍｆｏｒｔ　Ｒｅｌａｘ","","コンフォートリラックス,コンフォート,リラックス","25","株式会社ファーストリテイリング","2020/04/13","2020/10/02","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-041045/40/ja"
"登録6299691","ＯＲＩＧＩＮＡＬ　ＷＡＳＨ","","オリジナルワッシュ,オリジナルウオッシュ,ワッシュ,ウオッシュ","25","株式会社ファーストリテイリング","2020/04/13","2020/10/02","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-041046/40/ja"
"登録6300256","ＣＡＭＰＡＮＡ","","カンパナ,キャンパナ,カンパーナ,キャンパーナ","11","株式会社良品計画","2020/03/19","2020/10/05","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-030313/40/ja"
"登録6300322","￠Ｍａｔｉｎｅｅ","","マティネ,マチネ","20","株式会社良品計画","2020/04/13","2020/10/05","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-041384/40/ja"
"登録6302259","カメラｄｅサーチ","","カメラデサーチ,カメラデ,カメラ,サーチ","35,42","株式会社ニトリホールディングス","2019/09/12","2020/10/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-120818/40/ja"
"登録6302405","ＲＵＮ！ＲＵＮ！ＲＵＮ！","","ランランラン,ラン,アアルユウエヌ","24","株式会社ニトリホールディングス","2019/12/04","2020/10/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-152138/40/ja"
"登録6302719","Ｎウォームモイスト","","エヌウオームモイスト,モイスト,エヌウオーム,ウオームモイスト","20,24,25,27","株式会社ニトリホールディングス","2019/05/14","2020/10/12","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-068264/40/ja"
"登録6304230","ＧＵ　ＰＡＲＴＹ","","ジイユウパーティー,ジーユーパーティー,ジーユー,パーティー","09,35,42,45","株式会社ファーストリテイリング","2019/07/23","2020/10/15","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-100263/40/ja"
"登録6309578","§Ｎ＼ｓｉｍｐｌｅ","","エヌシンプル,エヌ,シンプル","07,08,09,11,37","株式会社ニトリホールディングス","2020/03/13","2020/10/28","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-027535/40/ja"
"登録6311844","ＵＮＩＱＬＯ　ＰＡＲＫ","","ユニクロパーク,ユニクロ,パーク","09,14,18,25,28,35,36,41,45","株式会社ファーストリテイリング","2019/11/01","2020/11/04","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-139995/40/ja"
"登録6313456","ＫｏｄｏＭＯＮＯ","","コドモノ,コド,モノ","18,35","株式会社ニトリホールディングス","2020/04/10","2020/11/06","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-040533/40/ja"
"登録6313485","入れるフロアクッション","","ハイレルフロアクッション,イレルフロアクッション,ハイレルフロア,イレルフロア","20,27","株式会社ニトリホールディングス","2020/05/07","2020/11/06","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-054162/40/ja"
"登録6313674","ＵＮＩＱＬＯ　ＷＡＬＬＥＴ","","ユニクロウオレット,ユニクロ,ウオレット","09,36,42","株式会社ファーストリテイリング","2019/07/23","2020/11/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-100045/40/ja"
"登録6314115","ＳＰＯＲＴ　ＵＴＩＬＩＴＹ　ＷＥＡＲ","","スポートユーティリティウエア,スポーツユーティリティウエア,スポートユーティリティ,スポーツユーティリティ,ユーティリティウエア,ユーティリティ","25","株式会社ファーストリテイリング","2020/01/16","2020/11/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-004422/40/ja"
"登録6315031","КИОКСИА","","キオクシア","07,09,35,41,42","キオクシア株式会社","2019/05/30","2020/11/11","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-076143/40/ja"
"登録6315032","Корпорация　КИОКСИА","","コーポレーツイヤキオクシア,コーポレーツイヤ,キオクシア","07,09,35,41,42","キオクシア株式会社","2019/05/30","2020/11/11","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-076144/40/ja"
"登録6316575","＃４ｍｅ＼ｂｙ　ＧＵ","","シャープヨンミーバイジイユウ,シャープフォーミーバイジイユウ,シャープヨンミー,シャープフォーミー,ヨンミー,フォーミー,バイジイユウ,ジイユウ,バイグ,グ","03","株式会社ファーストリテイリング","2020/01/07","2020/11/13","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-001959/40/ja"
"登録6321361","おさがりくらぶ","","オサガリクラブ","35,41","株式会社良品計画","2019/11/25","2020/11/26","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-148421/40/ja"
"登録6322100","ＭＵＪＩ","","ムジ","43","株式会社良品計画","2020/01/10","2020/11/27","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-003099/40/ja"
"登録6322101","無印良品","","ムジルシリョーヒン","43","株式会社良品計画","2020/01/10","2020/11/27","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-003100/40/ja"
"登録6324516","ＡＮＤ　２４　ＬＯＶＥＬＹ","","アンドニヨンラブリー,アンドニジューヨンラブリー,ニヨンラブリー,ニジューヨンラブリー,ラブリー","09,14,18,25,26","株式会社ファーストリテイリング","2020/01/22","2020/12/03","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-006953/40/ja"
"登録6324566","Ｓｍａｐａｎ＼スマパン","","スマパン","25","株式会社ファーストリテイリング","2020/03/03","2020/12/03","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-022824/40/ja"
"登録6325079","Ｕｐｌｉｆｔｉｎｇ　ｔｈｅ　ｗｏｒｌｄ","","アップリフティングザワールド,アップリフティング,ザワールド,ワールド","09,41,42","キオクシア株式会社","2019/11/15","2020/12/04","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-144936/40/ja"
"登録6326807","ニトリシティ","","ニトリシティ,ニトリ,シティ","09,35,41","株式会社ニトリホールディングス","2019/10/21","2020/12/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-135281/40/ja"
"登録6328012","ＦＡＳＴ　ＲＥＴＡＩＬＩＮＧ","","ファストリテーリング,ファーストリテーリング,ファスト,ファースト,リテーリング","35,36,41,45","株式会社ファーストリテイリング","2019/07/29","2020/12/11","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-102413/40/ja"
"登録6328058","ＵＮＩ＼ＱＬＯ∞Ｗａｌｌｅｔ","","ユニクロウオレット,ユニクロ,ユニ,ユウエヌアイ,クロ,キュウエルオオ,ウオレット","09,36,42","株式会社ファーストリテイリング","2019/10/04","2020/12/11","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-129693/40/ja"
"登録6331282","§Ｎ＼ＣＯＯＬ","","エヌクール,エヌ","05","株式会社ニトリホールディングス","2020/07/15","2020/12/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-087680/40/ja"
"登録6331283","§Ｎ＼ＷＡＲＭ","","エヌウオーム,エヌ,ウオーム","05","株式会社ニトリホールディングス","2020/07/15","2020/12/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-087682/40/ja"
"登録6333590","Ｔｗｉｎ　ＢｉＣＳ　ＦＬＡＳＨ","","ツインビックスフラッシュ,ツインビックス,ツイン,ビックス","09,41,42","キオクシア株式会社","2019/12/06","2020/12/23","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-153891/40/ja"
"登録6335818","Ｐｅｒｆｅｃｔ　Ｂｌａｃｋ","","パーフェクトブラック","25","株式会社ファーストリテイリング","2020/03/24","2020/12/28","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-031765/40/ja"
"登録6336212","","","","16,35,41","株式会社ファーストリテイリング","2019/11/15","2021/01/04","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-145199/40/ja"
"登録6336213","ＧＬＯＢＡＬ　ＦＥＬＬＯＷＳＨＩＰ","","グローバルフェローシップ,グローバル,フェローシップ","16,35,41","株式会社ファーストリテイリング","2019/11/15","2021/01/04","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-145208/40/ja"
"登録6339792","ニトリン","","ニトリン","09,16,35,41,42","株式会社ニトリホールディングス","2019/12/04","2021/01/13","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-152137/40/ja"
"登録6341762","￠ＭＵＪＩ　ＩＤＥＥ","","ムジイデー,ムジ,イデー,イデ","03,06,08,09,11,14,16,18,20,21,24,25,27,28,31,34,35,41","株式会社良品計画","2019/12/23","2021/01/18","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-164235/40/ja"
"登録6342859","￠ＧＵＡＲＤＩＯ","","グアルディオ,ガルディオ","03,05","株式会社ニトリホールディングス","2019/12/24","2021/01/20","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-165449/40/ja"
"登録6342956","ソフトＮインボックス","","ソフトエヌインボックス,ソフトエヌイン,ソフトエヌ,エヌインボックス,インボックス,エヌイン,イン","20,35","株式会社ニトリホールディングス","2020/02/12","2021/01/20","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-014773/40/ja"
"登録6343061","Ｎクール","","エヌクール","05","株式会社ニトリホールディングス","2020/07/15","2021/01/20","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-087679/40/ja"
"登録6343062","Ｎウォーム","","エヌウオーム,ウオーム","05","株式会社ニトリホールディングス","2020/07/15","2021/01/20","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-087681/40/ja"
"登録6343595","ＳＩＬＫＹ　ＤＲＹ","","シルキードライ,ドライ,デイアアルワイ","24,25","株式会社ファーストリテイリング","2020/04/14","2021/01/21","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-041440/40/ja"
"登録6345513","ＭｙＳｉｚｅ　Ａｓｓｉｓｔ","","マイサイズアシスト,マイサイズ,サイズ,アシスト","09,35,42,45","株式会社ファーストリテイリング","2019/08/22","2021/01/27","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-112514/40/ja"
"登録6346830","すっぽり収納着る毛布","","スッポリシューノーキルモーフ,スッポリシューノーキル","24,25","株式会社ニトリホールディングス","2020/05/11","2021/01/29","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-058401/40/ja"
"登録6347749","ＡＬＬ　ＷＡＬＬ","","オールウオール,オール,エイエルエル","20,37","株式会社ニトリホールディングス","2020/02/21","2021/02/02","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-018922/40/ja"
"登録6348463","ＭＵＪＩ","","ムジ","01,12,13,17,19,22,26,31,37,39,40,41,44,45","株式会社良品計画","2020/08/27","2021/02/03","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-106321/40/ja"
"登録6350056","すっぽり∞収納","","スッポリシューノー,スッポリ,シューノー","24,25","株式会社ニトリホールディングス","2020/05/11","2021/02/08","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-058402/40/ja"
"登録6353366","Ｎウォーム","","エヌウオーム,ウオーム","12,18,20,22,24,25,27,28,35","株式会社ニトリホールディングス","2020/03/09","2021/02/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-025185/40/ja"
"登録6353367","Ｎモイスト","","エヌモイスト,モイスト","12,18,20,22,25,28,35","株式会社ニトリホールディングス","2020/03/09","2021/02/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-025190/40/ja"
"登録6354218","ＵＮＩＱＬＯ　ＰＡＹ","","ユニクロペイ,ユニクロペー,ユニクロ,ペー,ピイエイワイ","09,36,42","株式会社ファーストリテイリング","2019/07/01","2021/02/19","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-091008/40/ja"
"登録6354219","ＵＮＩ＼ＱＬＯ∞Ｐａｙ","","ユニクロペイ,ユニクロペー,ユニクロ,ペー,ピイエイワイ","09,36,42","株式会社ファーストリテイリング","2019/07/01","2021/02/19","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2019-091014/40/ja"
"登録6354313","ＥＸＣＥＲＩＡ　ＰＲＯ","","エクセリアプロ,エキセリアプロ,エクセリア,エキセリア,プロ,ピイアアルオオ","09","キオクシア株式会社","2020/01/29","2021/02/19","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-009847/40/ja"
"登録6354314","ＥＸＣＥＲＩＡ　ＨＩＧＨ　ＥＮＤＵＲＡＮＣＥ","","エクセリアハイエンデュランス,エキセリアハイエンデュランス,エクセリアハイエンデュアランス,エキセリアハイエンデュアランス,エクセリア,エキセリア,ハイエンデュランス,ハイエンデュアランス,エンデュランス,エンデュアランス","09","キオクシア株式会社","2020/01/29","2021/02/19","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-009848/40/ja"
"登録6354315","ＥＸＣＥＲＩＡ","","エクセリア,エキセリア","09","キオクシア株式会社","2020/01/29","2021/02/19","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2020-009849/40/ja"
